firsturl,date,chjh,mzelst
https://t.co/tXdNeDdnf7,"October 21, 2015 at 12:15PM",1,1
https://t.co/U2n4E8HD6t,"October 26, 2015 at 07:16AM",1,1
https://t.co/u2pQ1OxU3m,"December 01, 2015 at 03:15AM",1,1
https://t.co/UE42rukQTB,"October 27, 2015 at 09:02AM",1,0
https://t.co/UE42rukQTB,"October 26, 2015 at 09:41PM",1,1
https://t.co/UkWAUTrcha,"November 03, 2015 at 12:57PM",1,1
https://t.co/ulNw5g3X3i,"November 09, 2015 at 11:51AM",1,1
https://t.co/uX3LIt2Sou,"November 18, 2015 at 10:01AM",1,1
https://t.co/uyVjT0SjB3,"October 21, 2015 at 06:15PM",1,1
https://t.co/vk1b4YdzZj,"November 30, 2015 at 05:47PM",1,1
https://t.co/vKPsmQarBT,"November 16, 2015 at 04:24AM",1,1
https://t.co/vKPsmQarBT,"November 16, 2015 at 12:40AM",1,1
https://t.co/VM9cMp02qd,"November 02, 2015 at 08:54PM",1,1
https://t.co/VQhO3gP40t,"October 30, 2015 at 02:15PM",1,1
https://t.co/vyGimj5zxr,"November 11, 2015 at 09:20PM",1,1
https://t.co/w85tIhRmN7,"November 24, 2015 at 08:56PM",1,1
https://t.co/wA3f0DVJ6f,"October 31, 2015 at 12:22PM",1,0
https://t.co/wA3f0DVJ6f,"November 02, 2015 at 02:07AM",1,1
https://t.co/WkaeWJRo0H,"December 11, 2015 at 07:04AM",1,1
https://t.co/WkaXotecLk,"October 24, 2015 at 02:28PM",1,1
https://t.co/wuRBlYVqpP,"November 29, 2015 at 01:03AM",1,1
https://t.co/WwpQT5AT0E,"November 03, 2015 at 09:34PM",1,1
https://t.co/wYgjysWVC2,"October 22, 2015 at 05:07AM",1,1
https://t.co/xa4ZeCCx6j,"November 30, 2015 at 02:14PM",1,1
https://t.co/xDNHFDeFuq,"October 30, 2015 at 02:08PM",1,1
https://t.co/xEtm76Xm34,"August 20, 2015 at 09:25PM",1,0
https://t.co/xhganKcLSn,"October 30, 2015 at 09:43AM",1,1
https://t.co/xjt7i2mc3B,"December 01, 2015 at 06:34AM",1,0
https://t.co/Y7bA2yznZW,"November 23, 2015 at 08:02AM",1,1
https://t.co/Ya5FxKEtrd,"November 03, 2015 at 06:09PM",1,1
https://t.co/yeJrIVF3Nq,"November 25, 2015 at 05:40AM",1,1
https://t.co/ykw8IyGkMk,"October 26, 2015 at 08:58AM",1,1
https://t.co/yprVHpO8Cv,"October 31, 2015 at 12:45PM",1,1
https://t.co/YQL8jAmh9l,"November 18, 2015 at 10:58PM",1,1
https://t.co/YqqOu8Mhy5,"October 25, 2015 at 03:20PM",0,0
https://t.co/zC9SWF5n8K,"October 21, 2015 at 04:37PM",1,0
https://t.co/ZD71ecxsrG,"November 14, 2015 at 03:23PM",1,1
https://t.co/zDnaFIKBql,"October 31, 2015 at 12:19PM",1,1
https://t.co/zh8sMxDQcj,"October 21, 2015 at 05:40PM",0,0
https://t.co/ZkNdH9FnTK,"November 25, 2015 at 11:44AM",1,1
https://t.co/ZQZK3gdpdV,"October 27, 2015 at 08:55PM",0,0
NA,"November 10, 2015 at 01:08AM",1,1
https://t.co/CmjgXUTr7J,"December 10, 2015 at 01:57PM",1,1
https://t.co/DPCKOEfQLD,"December 02, 2015 at 02:57AM",1,0
NA,"October 21, 2015 at 10:41AM",0,0
NA,"September 09, 2015 at 09:59PM",0,0
NA,"October 23, 2015 at 01:44PM",0,0
http://t.co/MBhwSG8pGI,"August 25, 2015 at 12:14AM",1,1
https://t.co/H8OVVLIndv,"October 21, 2015 at 07:16PM",0,0
https://t.co/1Eaw53DxPY,"October 26, 2015 at 09:16PM",1,1
https://t.co/x7x59sFlgZ,"October 23, 2015 at 07:44PM",0,0
http://t.co/v1PcqYbpME,"September 20, 2015 at 10:48PM",1,1
http://t.co/rvwRqgZMTb,"September 29, 2015 at 07:36PM",1,1
https://t.co/3yWTcrUXZ6,"November 04, 2015 at 03:29PM",1,1
https://t.co/t4OBYnjGiS,"October 22, 2015 at 09:14AM",0,0
https://t.co/hBOg60dFYA,"November 04, 2015 at 12:43PM",1,1
https://t.co/pYYcvYI8Pp,"November 05, 2015 at 06:45AM",1,1
https://t.co/8lrVqyCcSe,"October 21, 2015 at 06:55PM",0,0
NA,"October 20, 2015 at 06:29AM",0,0
https://t.co/FC5916JqgG,"December 09, 2015 at 01:05AM",0,0
NA,"October 15, 2015 at 04:41PM",0,0
NA,"October 22, 2015 at 09:15PM",0,0
https://t.co/GqIJY7e5tx,"October 22, 2015 at 05:22PM",0,0
NA,"August 24, 2015 at 01:54PM",0,0
https://t.co/6Uvm9CeUx7,"October 29, 2015 at 11:05AM",0,0
NA,"October 21, 2015 at 05:13AM",0,0
https://t.co/pErUGZoHA2,"November 06, 2015 at 08:38PM",0,0
https://t.co/dgOGWlwmHV,"October 24, 2015 at 01:21PM",0,0
https://t.co/EGtdeEDxWs,"November 02, 2015 at 07:08PM",1,0
NA,"October 22, 2015 at 04:16AM",0,0
https://t.co/0nFnqgirBm,"November 02, 2015 at 08:07AM",1,1
https://t.co/0nFnqgirBm,"November 01, 2015 at 09:50PM",1,0
https://t.co/OfP7P35YFM,"November 20, 2015 at 09:40PM",1,1
NA,"October 27, 2015 at 08:52AM",1,1
https://t.co/Skj4dFk9wk,"December 03, 2015 at 08:30AM",1,1
NA,"November 10, 2015 at 05:33PM",1,1
https://t.co/Dsw2uVpFO1,"November 01, 2015 at 07:51AM",0,0
https://t.co/K0w4Feno43,"October 23, 2015 at 03:36AM",0,0
NA,"October 30, 2015 at 11:03PM",0,0
https://t.co/f1J3p2LPbs,"October 25, 2015 at 02:30AM",0,0
https://t.co/vVK4OC0Jc8,"October 28, 2015 at 08:51AM",0,0
https://t.co/VtVG5KXYLL,"October 24, 2015 at 10:50PM",0,0
NA,"September 28, 2015 at 01:00PM",0,0
https://t.co/1WU25fT90D,"October 12, 2015 at 06:51PM",1,1
NA,"October 27, 2015 at 04:34PM",0,0
NA,"October 22, 2015 at 09:12PM",0,0
https://t.co/GeZwFaXwgm,"November 18, 2015 at 03:07PM",1,1
http://t.co/LRgJzuusWU,"October 19, 2015 at 12:25PM",0,0
NA,"November 06, 2015 at 11:50PM",1,0
NA,"October 28, 2015 at 02:43AM",0,0
https://t.co/rpecAML7Eb,"October 22, 2015 at 07:50PM",0,0
NA,"October 21, 2015 at 08:23PM",0,0
https://t.co/tz7ZtzPWw3,"December 03, 2015 at 08:56AM",1,1
http://t.co/fNvhCY47eV,"September 15, 2015 at 09:03AM",1,1
http://t.co/fNvhCY47eV,"September 11, 2015 at 04:23PM",1,0
http://t.co/fNvhCY47eV,"September 11, 2015 at 04:25PM",1,1
http://t.co/h3CyfBa4DS,"September 14, 2015 at 11:07AM",1,1
https://t.co/TkjoeZf9k9,"December 10, 2015 at 02:35PM",1,1
NA,"November 23, 2015 at 10:09AM",1,1
NA,"October 10, 2015 at 11:11AM",0,0
http://t.co/fMFPL2gkED,"September 07, 2015 at 12:14PM",1,1
NA,"November 12, 2015 at 11:39AM",0,0
NA,"October 23, 2015 at 05:26PM",0,0
http://t.co/D86oVrYnvj,"October 07, 2015 at 03:48PM",1,1
NA,"October 22, 2015 at 03:43PM",0,0
NA,"October 21, 2015 at 07:30PM",0,0
https://t.co/jvtQo8Fbje,"October 23, 2015 at 07:19AM",0,0
NA,"October 21, 2015 at 04:25PM",0,0
NA,"September 23, 2015 at 04:50PM",0,0
https://t.co/CY2rM4ZGJS,"November 06, 2015 at 05:18PM",1,1
NA,"December 01, 2015 at 09:24PM",1,0
NA,"October 23, 2015 at 09:27AM",0,0
https://t.co/LgyWMD13dI,"November 09, 2015 at 11:22AM",1,1
http://t.co/YoZV3hvBem,"September 21, 2015 at 02:02PM",1,1
https://t.co/f6JU51MDqo,"October 23, 2015 at 09:41PM",0,0
NA,"November 01, 2015 at 01:10PM",0,0
https://t.co/WtfhVrEGTX,"December 05, 2015 at 05:21PM",1,1
https://t.co/w4GOV9eJxi,"October 22, 2015 at 02:17PM",0,0
NA,"October 21, 2015 at 05:37PM",0,0
NA,"September 09, 2015 at 01:35PM",0,0
NA,"October 27, 2015 at 10:56AM",0,0
https://t.co/4tAi1cNSsF,"October 22, 2015 at 09:07PM",0,0
http://t.co/yOwJVrltgM,"August 28, 2015 at 03:28PM",0,1
https://t.co/FSC4cdAWKj,"October 22, 2015 at 09:19AM",0,0
NA,"October 28, 2015 at 02:27PM",0,0
NA,"September 02, 2015 at 11:40PM",0,0
https://t.co/PMZLVQcu2l,"October 21, 2015 at 06:33PM",0,0
https://t.co/wW9vDsb3lZ,"October 21, 2015 at 06:24PM",0,0
http://t.co/Jrh8qHFwZu,"October 18, 2015 at 07:45PM",0,0
https://t.co/rn9yC0jQ4N,"October 20, 2015 at 10:22AM",0,0
https://t.co/x1ctNjWW6W,"August 18, 2015 at 12:45PM",0,0
NA,"October 01, 2015 at 06:27PM",0,0
NA,"October 22, 2015 at 03:52AM",0,0
https://t.co/F9vMaDJLOJ,"October 25, 2015 at 05:30AM",0,0
https://t.co/0XVM17zdO1,"November 22, 2015 at 10:21PM",0,0
https://t.co/kPsDEvYr9T,"December 05, 2015 at 08:15AM",0,0
https://t.co/SVtIrH5tTD,"October 21, 2015 at 08:50PM",0,0
https://t.co/OMnGF6dVSv,"October 21, 2015 at 05:46PM",0,0
https://t.co/OMnGF6dVSv,"October 21, 2015 at 05:49PM",0,0
NA,"November 03, 2015 at 05:33AM",0,0
https://t.co/AicmW8iTkm,"October 26, 2015 at 06:59PM",0,0
http://t.co/aKRj3oWBoC,"October 08, 2015 at 01:44PM",0,1
https://t.co/WQq2lw62sx,"October 21, 2015 at 03:02PM",0,0
http://t.co/6KxZfXPDks,"September 10, 2015 at 05:42PM",1,1
https://t.co/kujveqPhd5,"November 28, 2015 at 02:15PM",0,0
https://t.co/wbkH2blMMH,"November 10, 2015 at 11:39AM",1,1
https://t.co/Vfp3Kdwdzo,"October 21, 2015 at 04:21PM",0,0
https://t.co/RTGhvsTCdK,"October 26, 2015 at 04:26AM",0,0
https://t.co/dcgnrLNpbj,"October 30, 2015 at 07:25PM",0,0
https://t.co/9m9eFfqI9E,"September 09, 2015 at 05:28PM",0,0
NA,"October 23, 2015 at 12:07PM",0,0
NA,"October 23, 2015 at 07:39PM",0,0
https://t.co/2LGj1F00qf,"October 21, 2015 at 04:45PM",0,0
https://t.co/rDn0QJORFS,"November 06, 2015 at 12:02PM",1,1
NA,"October 22, 2015 at 04:57AM",0,0
NA,"October 22, 2015 at 10:03AM",0,0
NA,"October 21, 2015 at 10:02PM",0,0
NA,"October 27, 2015 at 10:21AM",0,0
http://t.co/JUoEqVWBof,"September 22, 2015 at 09:40PM",1,1
https://t.co/A1PslDtIAu,"November 08, 2015 at 10:01AM",0,0
NA,"December 02, 2015 at 09:38PM",0,0
NA,"October 27, 2015 at 10:27AM",0,0
NA,"October 28, 2015 at 09:28PM",1,1
http://t.co/jSf83eDlVv,"October 12, 2015 at 06:41PM",1,1
https://t.co/GZoFJyj3wk,"October 22, 2015 at 11:04PM",1,1
NA,"November 21, 2015 at 12:38AM",1,1
NA,"December 12, 2015 at 07:18PM",1,1
NA,"October 16, 2015 at 11:09AM",1,1
https://t.co/aYANnTlesw,"November 26, 2015 at 03:38PM",0,0
http://t.co/iodnvuenFK,"August 24, 2015 at 05:16PM",0,0
NA,"December 03, 2015 at 04:56PM",0,0
NA,"October 29, 2015 at 02:17PM",0,0
NA,"September 16, 2015 at 09:31AM",0,0
https://t.co/a5hg5FagQy,"December 02, 2015 at 04:16PM",0,0
http://t.co/AmTyhUQ8Jt,"October 19, 2015 at 12:01PM",0,0
NA,"November 06, 2015 at 08:38PM",0,0
NA,"November 05, 2015 at 03:25PM",0,0
NA,"September 13, 2015 at 07:31PM",0,0
NA,"October 22, 2015 at 10:10PM",0,0
https://t.co/qxHIrVocFi,"October 24, 2015 at 01:06PM",0,0
https://t.co/qhc0RMGUQY,"October 24, 2015 at 11:39AM",0,0
NA,"November 02, 2015 at 02:43AM",1,1
https://t.co/3txTEk48UT,"October 25, 2015 at 02:23AM",1,1
https://t.co/HZAaw3Zb6j,"October 24, 2015 at 06:11PM",1,1
http://t.co/y0mpwvESx6,"September 09, 2015 at 04:25PM",0,0
http://t.co/fNQz73G2R8,"September 08, 2015 at 02:50PM",0,0
https://t.co/KzZLtNr0PM,"September 17, 2015 at 04:31PM",0,0
NA,"November 02, 2015 at 09:26PM",0,0
https://t.co/lWETyFP8s8,"November 02, 2015 at 08:50AM",0,0
https://t.co/3TVrcfGE1O,"November 07, 2015 at 06:00PM",0,0
NA,"December 02, 2015 at 03:33PM",1,1
https://t.co/LxbwNZRy8l,"November 04, 2015 at 05:08PM",0,0
http://t.co/GMkFlbgSNR,"October 07, 2015 at 05:12PM",0,0
http://t.co/mEr1spUYsu,"September 08, 2015 at 08:47PM",0,0
http://t.co/KXjHwuVJw3,"September 08, 2015 at 09:49PM",0,0
NA,"September 10, 2015 at 01:01PM",0,0
https://t.co/pxClO1ASkE,"November 26, 2015 at 06:17PM",1,0
https://t.co/l89yoe6ZsU,"October 25, 2015 at 10:25AM",0,1
https://t.co/4ajw86gqWp,"October 21, 2015 at 01:18PM",0,0
http://t.co/sYKVFVHPce,"September 09, 2015 at 09:33AM",0,0
NA,"October 28, 2015 at 10:53AM",0,0
NA,"October 23, 2015 at 05:10AM",1,0
https://t.co/fnakUfTP3Y,"November 05, 2015 at 03:49AM",1,1
https://t.co/UZKSE6SSjA,"November 02, 2015 at 06:49PM",1,1
NA,"November 08, 2015 at 06:53PM",1,1
NA,"October 20, 2015 at 09:35PM",0,0
https://t.co/BvlW1A2Ofq,"October 24, 2015 at 04:35AM",0,0
NA,"September 14, 2015 at 10:46PM",0,1
https://t.co/3lM4U3gXpa,"November 24, 2015 at 08:24AM",1,1
https://t.co/npPS19fQJX,"November 19, 2015 at 08:59PM",0,0
https://t.co/G8rjLUgG7A,"October 22, 2015 at 03:05AM",0,0
https://t.co/zHsRaWiIeA,"October 21, 2015 at 12:01PM",0,0
NA,"October 29, 2015 at 11:10AM",1,1
NA,"October 21, 2015 at 01:24PM",0,0
http://t.co/To1ZoaavUf,"October 05, 2015 at 10:41PM",1,1
http://t.co/7FSPjRTCNN,"October 15, 2015 at 11:46AM",1,1
https://t.co/kSidPkW4kh,"October 22, 2015 at 09:59PM",0,0
NA,"August 23, 2015 at 06:11PM",1,1
NA,"November 09, 2015 at 12:03AM",1,1
NA,"October 07, 2015 at 12:50PM",1,1
https://t.co/cyGFpOcZ38,"November 27, 2015 at 07:09AM",1,1
NA,"October 07, 2015 at 03:34PM",1,1
NA,"October 23, 2015 at 10:13PM",1,1
NA,"November 26, 2015 at 03:47PM",1,1
NA,"August 20, 2015 at 01:48PM",1,1
NA,"November 12, 2015 at 05:11AM",1,1
NA,"November 01, 2015 at 09:35PM",0,0
NA,"November 28, 2015 at 05:30PM",0,0
NA,"October 04, 2015 at 05:15PM",1,1
NA,"December 09, 2015 at 09:40AM",1,1
NA,"October 20, 2015 at 06:45PM",1,1
NA,"November 08, 2015 at 10:37PM",1,1
NA,"December 09, 2015 at 09:41AM",1,1
http://t.co/9xvYKAQpDi,"August 29, 2015 at 04:15PM",1,1
https://t.co/D9acnGEzoi,"November 04, 2015 at 09:13PM",1,1
http://t.co/BAy5j5wI2o,"September 05, 2015 at 01:19AM",1,1
NA,"August 26, 2015 at 11:32AM",0,0
https://t.co/6w3uUgrdVZ,"October 08, 2015 at 02:10PM",0,0
NA,"October 16, 2015 at 07:36PM",1,1
http://t.co/q0mFeZoiNc,"August 26, 2015 at 01:38AM",0,0
NA,"October 27, 2015 at 09:08PM",1,1
https://t.co/Ual96bVCS5,"December 10, 2015 at 01:07AM",1,1
NA,"November 05, 2015 at 10:09PM",1,1
NA,"November 16, 2015 at 10:47PM",1,1
NA,"October 23, 2015 at 04:09AM",1,1
NA,"October 31, 2015 at 01:00AM",1,1
NA,"November 25, 2015 at 05:21PM",1,1
NA,"November 27, 2015 at 12:48AM",1,1
NA,"December 03, 2015 at 07:58PM",1,1
NA,"November 08, 2015 at 11:27PM",1,1
http://t.co/4LGbZ52IZ1,"September 20, 2015 at 06:24AM",1,1
http://t.co/SNIdLcatPI,"September 02, 2015 at 04:04PM",1,1
https://t.co/94I99L1Wh1,"November 22, 2015 at 05:30PM",1,1
https://t.co/CwUJgDCPza,"October 23, 2015 at 05:54PM",1,1
https://t.co/lNCe8BMcCQ,"October 23, 2015 at 12:46AM",1,1
https://t.co/Opi9t28MqH,"November 18, 2015 at 03:08PM",1,1
https://t.co/ybxq1KCdh0,"November 22, 2015 at 08:36PM",1,1
https://t.co/YsneRYN8UJ,"November 12, 2015 at 09:09AM",1,1
NA,"November 17, 2015 at 04:02PM",1,1
https://t.co/v4h1nzVp9G,"November 07, 2015 at 04:05AM",1,1
http://t.co/UBEJ9xFNcK,"October 02, 2015 at 05:32AM",1,1
NA,"September 12, 2015 at 07:53PM",1,1
http://t.co/pqXQBa3ggW,"September 15, 2015 at 12:04PM",1,1
https://t.co/01tlnESvH5,"November 30, 2015 at 02:56PM",1,1
http://t.co/MSdU8EAUN4,"September 15, 2015 at 11:52AM",1,1
https://t.co/bSAVbIW3MW,"November 23, 2015 at 11:41AM",1,1
NA,"November 07, 2015 at 03:46AM",1,1
http://t.co/5S3moxSLib,"October 02, 2015 at 05:08AM",1,1
http://t.co/ssle3tZlgs,"October 01, 2015 at 12:27AM",1,1
NA,"November 17, 2015 at 02:04PM",1,1
https://t.co/H411dcZTER,"November 07, 2015 at 03:52AM",1,1
NA,"October 02, 2015 at 02:52AM",1,1
NA,"December 03, 2015 at 05:44AM",1,1
http://t.co/nO4DDoquwB,"September 09, 2015 at 05:16PM",0,0
NA,"October 22, 2015 at 06:25PM",1,1
NA,"October 21, 2015 at 07:05PM",0,0
NA,"September 19, 2015 at 03:15PM",0,0
https://t.co/2Ufz1rxrQ3,"October 23, 2015 at 07:26AM",0,0
https://t.co/AqNRwv0fhs,"October 27, 2015 at 04:21PM",0,0
NA,"October 24, 2015 at 10:58PM",0,0
NA,"October 26, 2015 at 02:50PM",0,0
https://t.co/C6O46GNr6Q,"October 24, 2015 at 03:47AM",0,0
NA,"October 21, 2015 at 02:55PM",0,0
NA,"November 23, 2015 at 02:27AM",1,1
https://t.co/EZKBANIeBO,"November 14, 2015 at 12:38AM",1,1
NA,"November 09, 2015 at 11:43PM",1,1
https://t.co/LPKskNUyPi,"October 27, 2015 at 04:10PM",1,1
NA,"November 04, 2015 at 12:27AM",1,1
NA,"November 01, 2015 at 05:06AM",0,0
NA,"October 26, 2015 at 10:51PM",1,1
NA,"November 17, 2015 at 02:59PM",1,1
NA,"October 20, 2015 at 11:37AM",1,1
http://t.co/6uG8eJHCR3,"September 04, 2015 at 06:08PM",1,1
http://t.co/I74yAFYG16,"September 01, 2015 at 10:47PM",1,1
https://t.co/BdrSDG49Yz,"October 14, 2015 at 07:07PM",1,1
https://t.co/qTGdMsR3TL,"August 31, 2015 at 04:22AM",1,1
https://t.co/uSgiGypM5i,"November 30, 2015 at 11:19PM",1,1
NA,"October 30, 2015 at 12:31PM",1,1
http://t.co/VTDw2ga59v,"October 19, 2015 at 05:56PM",1,1
https://t.co/z52iZahNQN,"September 12, 2015 at 10:35AM",0,0
NA,"October 22, 2015 at 10:42AM",0,0
NA,"September 08, 2015 at 02:58PM",0,0
NA,"September 17, 2015 at 03:17PM",0,0
https://t.co/YXWUZ2qizb,"October 21, 2015 at 06:37PM",1,0
http://t.co/mgIH5nHqFG,"October 05, 2015 at 08:58PM",1,0
NA,"November 17, 2015 at 05:31PM",1,1
NA,"October 26, 2015 at 10:41PM",1,1
https://t.co/qwq6myNqam,"November 05, 2015 at 07:32PM",1,1
https://t.co/pgNq56xUaV,"October 28, 2015 at 06:34PM",0,0
https://t.co/MvxaC6i41k,"October 22, 2015 at 02:09PM",0,0
http://t.co/5ifn7vFqTp,"September 25, 2015 at 08:04PM",1,1
NA,"September 07, 2015 at 08:48AM",1,1
http://t.co/AAdQYCgGXT,"September 09, 2015 at 04:15PM",1,1
https://t.co/zlSilFV7ud,"December 05, 2015 at 03:50PM",1,0
https://t.co/PZDimdZewM,"December 05, 2015 at 04:04PM",1,0
https://t.co/JhB51DuGbz,"November 24, 2015 at 12:23AM",0,0
https://t.co/4eckbubvTh,"December 06, 2015 at 05:00AM",1,1
https://t.co/YZ2fFl7o0Y,"October 26, 2015 at 01:38PM",0,0
NA,"October 01, 2015 at 08:47PM",1,1
NA,"October 01, 2015 at 08:49PM",1,1
https://t.co/449UT6TuPZ,"October 27, 2015 at 02:12PM",0,0
NA,"October 07, 2015 at 03:52PM",0,0
NA,"October 04, 2015 at 09:41AM",0,0
NA,"August 18, 2015 at 05:47PM",0,0
http://t.co/k7pv2jy7TZ,"August 28, 2015 at 12:18PM",1,1
https://t.co/7sMU2QGHqr,"November 14, 2015 at 10:55PM",1,1
NA,"December 01, 2015 at 08:13PM",1,1
NA,"September 21, 2015 at 04:36PM",0,1
NA,"October 07, 2015 at 01:22PM",1,1
https://t.co/ZzNmdwh8AX,"November 04, 2015 at 06:20PM",0,0
NA,"September 24, 2015 at 11:12PM",0,1
NA,"October 25, 2015 at 02:42AM",0,0
https://t.co/IIGuvkD1P4,"October 29, 2015 at 11:59PM",1,1
http://t.co/ctvHTOA8R7,"October 10, 2015 at 09:55AM",1,1
https://t.co/sFPPZzobfP,"November 13, 2015 at 11:15AM",0,0
NA,"December 05, 2015 at 05:11PM",1,1
https://t.co/IxdiC8mX4F,"October 23, 2015 at 07:00PM",1,1
http://t.co/cpUzy6zPIB,"September 04, 2015 at 11:22AM",1,1
NA,"September 04, 2015 at 08:14PM",1,1
https://t.co/kOMHZKhNeF,"November 02, 2015 at 04:01AM",1,1
https://t.co/QD93pyoz3c,"November 12, 2015 at 04:09AM",1,1
NA,"October 24, 2015 at 03:23PM",1,1
NA,"November 27, 2015 at 01:13AM",1,1
https://t.co/TDy8HZj0so,"November 26, 2015 at 09:22PM",1,1
https://t.co/9T8oFBMnpH,"October 22, 2015 at 12:59PM",0,0
https://t.co/Byz8Hvcu2E,"December 10, 2015 at 09:41PM",1,1
https://t.co/Om1yEDfexz,"December 01, 2015 at 09:06PM",1,1
https://t.co/wI8xc8gh9t,"November 09, 2015 at 09:58PM",1,1
https://t.co/BWqpDpBAP1,"October 25, 2015 at 08:54PM",0,0
https://t.co/3pkI5in6vo,"November 27, 2015 at 10:46PM",1,1
NA,"November 11, 2015 at 05:26PM",0,0
https://t.co/Lmbl7wvvmV,"October 21, 2015 at 06:26PM",0,0
NA,"October 20, 2015 at 10:39AM",0,0
https://t.co/skv7gbbbSr,"November 17, 2015 at 11:33PM",1,1
NA,"December 09, 2015 at 03:39PM",1,1
https://t.co/agQA6SETxs,"October 24, 2015 at 12:41PM",0,0
NA,"October 26, 2015 at 01:22AM",0,0
NA,"November 20, 2015 at 05:45PM",1,1
https://t.co/sILdrhuhQt,"November 18, 2015 at 05:36PM",0,1
NA,"December 10, 2015 at 09:08PM",0,0
https://t.co/G88jfiIclU,"October 20, 2015 at 10:17AM",0,0
https://t.co/CxLz2UA3lK,"October 24, 2015 at 03:54AM",0,0
https://t.co/FP0EpkFWJd,"October 24, 2015 at 02:09PM",0,0
https://t.co/uLl2TyRPXO,"October 24, 2015 at 02:26AM",0,0
NA,"October 22, 2015 at 03:43PM",0,0
NA,"October 21, 2015 at 03:10PM",0,0
https://t.co/FdAbB0YElq,"November 18, 2015 at 09:19PM",1,1
https://t.co/4mOgxBuusP,"November 07, 2015 at 04:56PM",1,1
https://t.co/vGGBplICsG,"October 24, 2015 at 06:45PM",0,0
NA,"December 09, 2015 at 05:25AM",1,1
https://t.co/14yNwZt7gY,"December 11, 2015 at 10:07PM",1,1
https://t.co/Gj8GPQijA4,"November 02, 2015 at 10:49AM",1,1
NA,"October 24, 2015 at 06:16PM",0,0
https://t.co/9mRL74RiE1,"October 28, 2015 at 08:55AM",1,1
https://t.co/nnyqylqCGN,"October 28, 2015 at 01:13AM",0,0
https://t.co/3Rvkfqi8eo,"October 21, 2015 at 08:17AM",0,0
https://t.co/dkpWjb3AzX,"November 06, 2015 at 01:22PM",0,0
https://t.co/ygqX4WMKlM,"October 24, 2015 at 10:09PM",0,0
https://t.co/1M8pmiUBL8,"November 24, 2015 at 05:34AM",1,1
http://t.co/Tt8WCfT8hT,"September 08, 2015 at 11:47AM",0,0
NA,"November 20, 2015 at 12:43PM",1,1
http://t.co/Mul5tAHNYN,"September 10, 2015 at 01:39PM",0,0
http://t.co/jsBuCQaon7,"August 20, 2015 at 10:08PM",1,1
https://t.co/AQ2GST63ph,"October 26, 2015 at 10:22PM",0,0
https://t.co/9WrgcrmJ55,"October 23, 2015 at 08:54PM",0,0
NA,"September 29, 2015 at 12:42PM",1,1
http://t.co/MAVHs12ybb,"September 17, 2015 at 09:42AM",1,1
https://t.co/9UcYeW0zA0,"October 23, 2015 at 06:37PM",0,0
https://t.co/VnMjEUPLRr,"November 21, 2015 at 03:50PM",1,1
https://t.co/5ghTmY87RV,"October 22, 2015 at 10:02PM",0,0
https://t.co/CUxZp5gc5f,"October 22, 2015 at 10:02PM",0,0
https://t.co/GXnKyMERJz,"October 22, 2015 at 10:02PM",0,0
https://t.co/N3NEHxv9iw,"October 23, 2015 at 02:50AM",0,0
https://t.co/OC4m3waBkc,"October 22, 2015 at 10:02PM",0,0
https://t.co/QpKU3ytGrJ,"October 22, 2015 at 11:14PM",0,0
https://t.co/v93AjllmPR,"October 22, 2015 at 10:02PM",0,0
https://t.co/vG21dh9PQj,"October 22, 2015 at 11:04PM",0,0
https://t.co/xcaNBsBDz6,"October 22, 2015 at 10:02PM",0,0
http://t.co/RAcmkyuDbx,"August 31, 2015 at 12:13AM",0,1
NA,"November 02, 2015 at 08:43PM",1,1
NA,"September 24, 2015 at 10:45AM",0,0
NA,"December 01, 2015 at 07:39PM",1,1
NA,"November 20, 2015 at 02:34PM",0,0
NA,"October 30, 2015 at 12:28PM",1,1
NA,"November 01, 2015 at 12:07AM",1,1
NA,"December 07, 2015 at 02:23PM",0,0
NA,"November 22, 2015 at 03:05AM",1,1
NA,"October 30, 2015 at 02:02AM",0,0
https://t.co/EjbwjRogOk,"October 22, 2015 at 07:56AM",0,0
NA,"November 05, 2015 at 11:23AM",0,0
https://t.co/nVkGziOFSL,"October 27, 2015 at 03:08PM",0,0
https://t.co/wDPCREHDGt,"November 07, 2015 at 11:09PM",0,0
http://t.co/eTIRat9tmD,"September 08, 2015 at 01:16PM",0,0
NA,"September 17, 2015 at 12:09PM",1,1
http://t.co/sUagLtxalJ,"August 28, 2015 at 03:07PM",1,1
https://t.co/vHPkdxnsJw,"October 24, 2015 at 07:53AM",0,0
https://t.co/GxNbCMKFC8,"September 24, 2015 at 06:46PM",1,1
https://t.co/7oq822Rjzm,"October 06, 2015 at 06:53PM",1,1
NA,"October 08, 2015 at 02:06PM",0,0
NA,"November 26, 2015 at 03:56AM",1,1
https://t.co/DHnHuC0GRd,"October 23, 2015 at 11:56AM",0,0
NA,"October 22, 2015 at 01:11PM",0,0
https://t.co/hUNMiEpPpH,"November 06, 2015 at 02:05PM",1,1
NA,"November 18, 2015 at 09:26AM",1,1
NA,"October 01, 2015 at 08:53PM",1,1
https://t.co/vfGU8wAWFw,"October 29, 2015 at 06:02PM",0,0
https://t.co/EPEZbs3CZh,"October 29, 2015 at 06:02PM",0,0
NA,"October 21, 2015 at 08:30PM",0,0
https://t.co/pta58eUFpc,"October 21, 2015 at 11:13AM",0,0
https://t.co/Ro1NNW5PrR,"November 25, 2015 at 08:15AM",1,1
